Term Locale,Term Category,Court ID,Level,Jurisdiction,Court Type,Court Name,Alias
en-US,US State Courts,43,Intermediate appellate court,Alabama,Appellate Court,Alabama Court of Criminal Appeals,Alabama Court of Criminal Appeals
en-US,US State Courts,44,Court of last resort,Alabama,Supreme Court,Supreme Court of Alabama,Alabama Supreme Court
en-US,US State Courts,45,Intermediate appellate court,Alaska,Appellate Court,Alaska Court of Appeals,Alaska Court of Appeals
en-US,US State Courts,46,Court of first instance,Alaska,Superior Court,First District Court,Alaska District 01; District 1; 1st District Court
en-US,US State Courts,47,Court of first instance,Alaska,Superior Court,Second District Court,Alaska District 02; District 2; 2nd District Court
en-US,US State Courts,48,Court of first instance,Alaska,Superior Court,Third District Court,Alaska District 03; District 3; 3rd District Court
en-US,US State Courts,49,Court of first instance,Alaska,Superior Court,Fourth District Court,Alaska District 04; District 4; 4th District Court
en-US,US State Courts,50,Court of last resort,Alaska,Supreme Court,Alaska Supreme Court,Alabama Supreme Court
en-US,US State Courts,51,Court of last resort,American Samoa,Supreme Court,High Court of American Samoa,
en-US,US State Courts,52,Intermediate appellate court,Arizona,Court of Appeals,"Arizona Court of Appeals, Division One",Division One Court of Appeals; Division 1
en-US,US State Courts,53,Intermediate appellate court,Arizona,Court of Appeals,"Arizona Court of Appeals, Division Two",Division Two Court of Appeals; Division 2
en-US,US State Courts,54,Court of first instance,Arizona,Superior Court,Yavapai County Superior Court,
en-US,US State Courts,55,Court of first instance,Arizona,Superior Court,Yuma County Superior Court,
en-US,US State Courts,56,Court of first instance,Arizona,Superior Court,Apache County Superior Court,
en-US,US State Courts,57,Court of first instance,Arizona,Superior Court,Cochise County Superior Court,
en-US,US State Courts,58,Court of first instance,Arizona,Superior Court,Coconino County Superior Court,
en-US,US State Courts,59,Court of first instance,Arizona,Superior Court,Gila County Superior Court,
en-US,US State Courts,60,Court of first instance,Arizona,Superior Court,Graham County Superior Court,
en-US,US State Courts,61,Court of first instance,Arizona,Superior Court,Greenlee County Superior Court,
en-US,US State Courts,62,Court of first instance,Arizona,Superior Court,La Paz County Superior Court,
en-US,US State Courts,63,Court of first instance,Arizona,Superior Court,Maricopa County Superior Court,
en-US,US State Courts,64,Court of first instance,Arizona,Superior Court,Mohave County Superior Court,
en-US,US State Courts,65,Court of first instance,Arizona,Superior Court,Navajo County Superior Court,
en-US,US State Courts,66,Court of first instance,Arizona,Superior Court,Pima County Superior Court,
en-US,US State Courts,67,Court of first instance,Arizona,Superior Court,Pinal County Superior Court,
en-US,US State Courts,68,Court of first instance,Arizona,Superior Court,Santa Cruz County Superior Court,
en-US,US State Courts,69,Court of last resort,Arizona,Supreme Court,Arizona Supreme Court,Arizona Supreme Court
en-US,US State Courts,70,Court of first instance,Arkansas,Circuit Court,1st Judicial Circuit,First Judicial Circuit
en-US,US State Courts,71,Court of first instance,Arkansas,Circuit Court,2nd Judicial Circuit,Second Judicial Circuit
en-US,US State Courts,72,Court of first instance,Arkansas,Circuit Court,3rd Judicial Circuit,Third Judicial Circuit
en-US,US State Courts,73,Court of first instance,Arkansas,Circuit Court,4th Judicial Circuit,Fourth Judicial Circuit
en-US,US State Courts,74,Court of first instance,Arkansas,Circuit Court,5th Judicial Circuit,Fifth Judicial Circuit
en-US,US State Courts,75,Court of first instance,Arkansas,Circuit Court,6th Judicial Circuit,Sixth Judicial Circuit
en-US,US State Courts,76,Court of first instance,Arkansas,Circuit Court,7th Judicial Circuit,Seventh Judicial Circuit
en-US,US State Courts,77,Court of first instance,Arkansas,Circuit Court,8th North Judicial Circuit,Eighth North Judicial Circuit
en-US,US State Courts,78,Court of first instance,Arkansas,Circuit Court,8th South Judicial Circuit,Eighth South Judicial Circuit
en-US,US State Courts,79,Court of first instance,Arkansas,Circuit Court,9th East Judicial Circuit,Ninth East Judicial Circuit
en-US,US State Courts,80,Court of first instance,Arkansas,Circuit Court,9th West Judicial Circuit,Ninth West Judicial Circuit
en-US,US State Courts,81,Court of first instance,Arkansas,Circuit Court,10th Judicial Circuit,Tenth Judicial Circuit
en-US,US State Courts,82,Court of first instance,Arkansas,Circuit Court,11th East Judicial Circuit,Eleventh East Judicial Circuit
en-US,US State Courts,83,Court of first instance,Arkansas,Circuit Court,11th West Judicial Circuit,Eleventh West Judicial Circuit
en-US,US State Courts,84,Court of first instance,Arkansas,Circuit Court,12th Judicial Circuit,Twelfth Judicial Circuit
en-US,US State Courts,85,Court of first instance,Arkansas,Circuit Court,13th Judicial Circuit,Thirteenth Judicial Circuit
en-US,US State Courts,86,Court of first instance,Arkansas,Circuit Court,14th Judicial Circuit,Fourteenth Judicial Circuit
en-US,US State Courts,87,Court of first instance,Arkansas,Circuit Court,15th Judicial Circuit,Fifteenth Judicial Circuit
en-US,US State Courts,88,Court of first instance,Arkansas,Circuit Court,16th Judicial Circuit,Sixteenth Judicial Circuit
en-US,US State Courts,89,Court of first instance,Arkansas,Circuit Court,17th Judicial Circuit,Seventeenth Judicial Circuit
en-US,US State Courts,90,Court of first instance,Arkansas,Circuit Court,18th East Judicial Circuit,Eighteenth East Judicial Circuit
en-US,US State Courts,91,Court of first instance,Arkansas,Circuit Court,18th West Judicial Circuit,Eighteenth West Judicial Circuit
en-US,US State Courts,92,Court of first instance,Arkansas,Circuit Court,19th East Judicial Circuit,Nineteenth East Judicial Circuit
en-US,US State Courts,93,Court of first instance,Arkansas,Circuit Court,19th West Judicial Circuit,Nineteenth West Judicial Circuit
en-US,US State Courts,94,Court of first instance,Arkansas,Circuit Court,20th Judicial Circuit,Twentieth Judicial Circuit
en-US,US State Courts,95,Court of first instance,Arkansas,Circuit Court,21st Judicial Circuit,Twenty-first Judicial Circuit
en-US,US State Courts,96,Court of first instance,Arkansas,Circuit Court,22nd Judicial Circuit,Twenty-second Judicial Circuit
en-US,US State Courts,97,Court of first instance,Arkansas,Circuit Court,23rd Judicial Circuit,Twenty-third Judicial Circuit
en-US,US State Courts,98,Intermediate appellate court,Arkansas,Appellate Court,Arkansas Court of Appeals,Arkansas Court of Appeals
en-US,US State Courts,99,Court of last resort,Arkansas,Supreme Court,Arkansas Supreme Court,Arkansas Supreme Court
en-US,US State Courts,100,Intermediate appellate court,California,Appellate Court,First District,California Court of Appeal for the First District
en-US,US State Courts,101,Intermediate appellate court,California,Appellate Court,Second District,California Court of Appeal for the Second District
en-US,US State Courts,102,Intermediate appellate court,California,Appellate Court,Third District,California Court of Appeal for the Third District
en-US,US State Courts,103,Intermediate appellate court,California,Appellate Court,Fourth District,California Court of Appeal for the Fourth District
en-US,US State Courts,104,Intermediate appellate court,California,Appellate Court,Fifth District ,California Court of Appeal for the Fifth District 
en-US,US State Courts,105,Intermediate appellate court,California,Appellate Court,Sixth District ,California Court of Appeal for the Sixth District 
en-US,US State Courts,106,Court of first instance,California,Superior Court,Alameda County Superior Court,
en-US,US State Courts,107,Court of first instance,California,Superior Court,Alpine County Superior Court,
en-US,US State Courts,108,Court of first instance,California,Superior Court,Amador County Superior Court,
en-US,US State Courts,109,Court of first instance,California,Superior Court,Butte County Superior Court,
en-US,US State Courts,110,Court of first instance,California,Superior Court,Calaveras County Superior Court,
en-US,US State Courts,111,Court of first instance,California,Superior Court,Colusa County Superior Court,
en-US,US State Courts,112,Court of first instance,California,Superior Court,Contra Costa County Superior Court,
en-US,US State Courts,113,Court of first instance,California,Superior Court,Del Norte County Superior Court,
en-US,US State Courts,114,Court of first instance,California,Superior Court,El Dorado County Superior Court,
en-US,US State Courts,115,Court of first instance,California,Superior Court,Fresno County Superior Court,
en-US,US State Courts,116,Court of first instance,California,Superior Court,Glenn County Superior Court,
en-US,US State Courts,117,Court of first instance,California,Superior Court,Humboldt County Superior Court,
en-US,US State Courts,118,Court of first instance,California,Superior Court,Imperial County Superior Court,
en-US,US State Courts,119,Court of first instance,California,Superior Court,Inyo County Superior Court,
en-US,US State Courts,120,Court of first instance,California,Superior Court,Kern County Superior Court,
en-US,US State Courts,121,Court of first instance,California,Superior Court,Kings County Superior Court,
en-US,US State Courts,122,Court of first instance,California,Superior Court,Lake County Superior Court,
en-US,US State Courts,123,Court of first instance,California,Superior Court,Lassen County Superior Court,
en-US,US State Courts,124,Court of first instance,California,Superior Court,Los Angeles County Superior Court,
en-US,US State Courts,125,Court of first instance,California,Superior Court,Madera County Superior Court,
en-US,US State Courts,126,Court of first instance,California,Superior Court,Marin County Superior Court,
en-US,US State Courts,127,Court of first instance,California,Superior Court,Mariposa County Superior Court,
en-US,US State Courts,128,Court of first instance,California,Superior Court,Mendocino County Superior Court,
en-US,US State Courts,129,Court of first instance,California,Superior Court,Merced County Superior Court,
en-US,US State Courts,130,Court of first instance,California,Superior Court,Modoc County Superior Court,
en-US,US State Courts,131,Court of first instance,California,Superior Court,Mono County Superior Court,
en-US,US State Courts,132,Court of first instance,California,Superior Court,Monterey County Superior Court,
en-US,US State Courts,133,Court of first instance,California,Superior Court,Napa County Superior Court,
en-US,US State Courts,134,Court of first instance,California,Superior Court,Nevada County Superior Court,
en-US,US State Courts,135,Court of first instance,California,Superior Court,Orange County Superior Court,
en-US,US State Courts,136,Court of first instance,California,Superior Court,Placer County Superior Court,
en-US,US State Courts,137,Court of first instance,California,Superior Court,Plumas County Superior Court,
en-US,US State Courts,138,Court of first instance,California,Superior Court,Riverside County Superior Court,
en-US,US State Courts,139,Court of first instance,California,Superior Court,Sacramento County Superior Court,
en-US,US State Courts,140,Court of first instance,California,Superior Court,San Benito County Superior Court,
en-US,US State Courts,141,Court of first instance,California,Superior Court,San Bernardino County Superior Court,
en-US,US State Courts,142,Court of first instance,California,Superior Court,San Diego County Superior Court,
en-US,US State Courts,143,Court of first instance,California,Superior Court,San Francisco County Superior Court,
en-US,US State Courts,144,Court of first instance,California,Superior Court,San Joaquin County Superior Court,
en-US,US State Courts,145,Court of first instance,California,Superior Court,San Luis Obispo County Superior Court,
en-US,US State Courts,146,Court of first instance,California,Superior Court,San Mateo County Superior Court,
en-US,US State Courts,147,Court of first instance,California,Superior Court,Santa Barbara County Superior Court,
en-US,US State Courts,148,Court of first instance,California,Superior Court,Santa Clara County Superior Court,
en-US,US State Courts,149,Court of first instance,California,Superior Court,Santa Cruz County Superior Court,
en-US,US State Courts,150,Court of first instance,California,Superior Court,Shasta County Superior Court,
en-US,US State Courts,151,Court of first instance,California,Superior Court,Sierra County Superior Court,
en-US,US State Courts,152,Court of first instance,California,Superior Court,Siskiyou County Superior Court,
en-US,US State Courts,153,Court of first instance,California,Superior Court,Solano County Superior Court,
en-US,US State Courts,154,Court of first instance,California,Superior Court,Sonoma County Superior Court,
en-US,US State Courts,155,Court of first instance,California,Superior Court,Stanislaus County Superior Court,
en-US,US State Courts,156,Court of first instance,California,Superior Court,Sutter County Superior Court,
en-US,US State Courts,157,Court of first instance,California,Superior Court,Tehama County Superior Court,
en-US,US State Courts,158,Court of first instance,California,Superior Court,Trinity County Superior Court,
en-US,US State Courts,159,Court of first instance,California,Superior Court,Tulare County Superior Court,
en-US,US State Courts,160,Court of first instance,California,Superior Court,Tuolumne County Superior Court,
en-US,US State Courts,161,Court of first instance,California,Superior Court,Ventura County Superior Court,
en-US,US State Courts,162,Court of first instance,California,Superior Court,Yolo County Superior Court,
en-US,US State Courts,163,Court of first instance,California,Superior Court,Yuba County Superior Court,
en-US,US State Courts,164,Court of last resort,California,Supreme Court,Supreme Court of California,Supreme Court of California
en-US,US State Courts,165,Intermediate appellate court,Colorado,Appellate Court,Colorado Court of Appeals,Colorado Court of Appeals
en-US,US State Courts,166,Court of first instance,Colorado,District Court,1st Judicial District,"First Judicial District; 1st Judicial District - Gilpin, Jefferson; First Judicial District - Gilpin, Jefferson"
en-US,US State Courts,167,Court of first instance,Colorado,District Court,2nd Judicial District,Second Judicial District; 2nd Judicial District - Denver; Second Judicial District - Denver
en-US,US State Courts,168,Court of first instance,Colorado,District Court,3rd Judicial District,"Third Judicial District; 3rd Judicial District - Huerfano, Las Animas; Third Judicial District - Huerfano, Las Animas"
en-US,US State Courts,169,Court of first instance,Colorado,District Court,4th Judicial District,"Fourth Judicial District; 4th Judicial District - El Paso, Teller; Fourth Judicial District - El Paso, Teller"
en-US,US State Courts,170,Court of first instance,Colorado,District Court,5th Judicial District,"Fifth Judicial District; 5th Judicial District - Clear Creek, Eagle, Lake, Summit; Fifth Judicial District - Clear Creek, Eagle, Lake, Summit"
en-US,US State Courts,171,Court of first instance,Colorado,District Court,6th Judicial District,"Sixth Judicial District; 6th Judicial District - Archuleta, La Plata, San Juan; Sixth Judicial District - Archuleta, La Plata, San Juan"
en-US,US State Courts,172,Court of first instance,Colorado,District Court,7th Judicial District,"Seventh Judicial District; 7th Judicial District - Delta, Gunnison, Hinsdale, Montrose, Ouray, San Miguel; Seventh Judicial District - Delta, Gunnison, Hinsdale, Montrose, Ouray, San Miguel"
en-US,US State Courts,173,Court of first instance,Colorado,District Court,8th Judicial District,"Eighth Judicial District; 8th Judicial District - Jackson, Larimer; Eighth Judicial District - Jackson, Larimer"
en-US,US State Courts,174,Court of first instance,Colorado,District Court,9th Judicial District,"Ninth Judicial District; 9th Judicial District - Garfield, Pitkin, Rio Blanco; Ninth Judicial District - Garfield, Pitkin, Rio Blanco"
en-US,US State Courts,175,Court of first instance,Colorado,District Court,10th Judicial District,Tenth Judicial District; 10th Judicial District - Pueblo; Tenth Judicial District - Pueblo
en-US,US State Courts,176,Court of first instance,Colorado,District Court,11th Judicial District,"Eleventh Judicial District; 11th Judicial District - Chaffee, Custer, Fremont, Park; Eleventh Judicial District - Chaffee, Custer, Fremont, Park"
en-US,US State Courts,177,Court of first instance,Colorado,District Court,12th Judicial District,"Twelfth Judicial District; 12th Judicial District - Alamosa, Conejos, Costilla, Mineral, Rio Grande, Saguache; Twelfth Judicial District - Alamosa, Conejos, Costilla, Mineral, Rio Grande, Saguache"
en-US,US State Courts,178,Court of first instance,Colorado,District Court,13th Judicial District,"Thirteenth Judicial District; 13th Judicial District - Kit Carson, Logan, Morgan, Phillips, Sedgwick, Washington, Yuma; Thirteenth Judicial District - Kit Carson, Logan, Morgan, Phillips, Sedgwick, Washington, Yuma"
en-US,US State Courts,179,Court of first instance,Colorado,District Court,14th Judicial District,"Fourteenth Judicial District; 14th Judicial District - Grand, Moffat, Routt; Fourteenth Judicial District - Grand, Moffat, Routt"
en-US,US State Courts,180,Court of first instance,Colorado,District Court,15th Judicial District,"Fifteenth Judicial District; 15th Judicial District - Baca, Cheyenne, Kiowa, Prowers; Fifteenth Judicial District - Baca, Cheyenne, Kiowa, Prowers"
en-US,US State Courts,181,Court of first instance,Colorado,District Court,16th Judicial District,"Sixteenth Judicial District; 16th Judicial District - Bent, Crowley, Otero; Sixteenth Judicial District - Bent, Crowley, Otero"
en-US,US State Courts,182,Court of first instance,Colorado,District Court,17th Judicial District,"Seventeenth Judicial District; 17th Judicial District - Adams, Broomfield; Seventeenth Judicial District - Adams, Broomfield"
en-US,US State Courts,183,Court of first instance,Colorado,District Court,18th Judicial District,"Eighteenth Judicial District; 18th Judicial District - Arapahoe, Douglas, Elbert, Lincoln; Eighteenth Judicial District - Arapahoe, Douglas, Elbert, Lincoln"
en-US,US State Courts,184,Court of first instance,Colorado,District Court,19th Judicial District,Nineteenth Judicial District; 19th Judicial District - Weld; Nineteenth Judicial District - Weld
en-US,US State Courts,185,Court of first instance,Colorado,District Court,20th Judicial District,Twentieth Judicial District; 20th Judicial District - Boulder; Twentieth Judicial District - Boulder
en-US,US State Courts,186,Court of first instance,Colorado,District Court,21st Judicial District,Twenty-first Judicial District; 21st Judicial District - Mesa; Twenty-first Judicial District - Mesa
en-US,US State Courts,187,Court of first instance,Colorado,District Court,22nd Judicial District,"Twenty-second Judicial District; 22nd Judicial District - Dolores, Montezuma; Twenty-second Judicial District - Dolores, Montezuma"
en-US,US State Courts,188,Court of last resort,Colorado,Supreme Court,Colorado Supreme Court,Colorado Supreme Court
en-US,US State Courts,189,Intermediate appellate court,Connecticut,Appellate Court,Connecticut Appellate Court,Connecticut Appellate Court
en-US,US State Courts,190,Court of first instance,Connecticut,Superior Court,Ansonia-Milford Judicial District,
en-US,US State Courts,191,Court of first instance,Connecticut,Superior Court,Danbury Judicial District,
en-US,US State Courts,192,Court of first instance,Connecticut,Superior Court,Fairfield Judicial District,
en-US,US State Courts,193,Court of first instance,Connecticut,Superior Court,Hartford Judicial District,
en-US,US State Courts,194,Court of first instance,Connecticut,Superior Court,Litchfield Judicial District,
en-US,US State Courts,195,Court of first instance,Connecticut,Superior Court,Meriden Judicial District,
en-US,US State Courts,196,Court of first instance,Connecticut,Superior Court,Middlesex Judicial District,
en-US,US State Courts,197,Court of first instance,Connecticut,Superior Court,New Britain Judicial District,
en-US,US State Courts,198,Court of first instance,Connecticut,Superior Court,New Haven Judicial District,
en-US,US State Courts,199,Court of first instance,Connecticut,Superior Court,New London Judicial District,
en-US,US State Courts,200,Court of first instance,Connecticut,Superior Court,Norwich Judicial District,
en-US,US State Courts,201,Court of first instance,Connecticut,Superior Court,Stamford-Norwalk Judicial District,
en-US,US State Courts,202,Court of first instance,Connecticut,Superior Court,Tolland Judicial District,
en-US,US State Courts,203,Court of first instance,Connecticut,Superior Court,Waterbury Judicial District,
en-US,US State Courts,204,Court of first instance,Connecticut,Superior Court,Windham Judicial District,
en-US,US State Courts,205,Court of last resort,Connecticut,Supreme Court,Connecticut Supreme Court,Connecticut Supreme Court
en-US,US State Courts,206,Court of first instance,Delaware,Court of Equity,Delaware Court of Chancery,
en-US,US State Courts,207,Court of first instance,Delaware,Superior Court,Delaware Superior Court,Superior Court; Orphans' Court
en-US,US State Courts,208,Court of last resort,Delaware,Supreme Court,Supreme Court of Delaware,Supreme Court of Delaware
en-US,US State Courts,209,Court of last resort,District of Columbia,Appellate Court,District of Columbia Court of Appeals,
en-US,US State Courts,210,Court of first instance,District of Columbia,Superior Court,Superior Court of the District of Columbia,DC Superior Court
en-US,US State Courts,211,Court of first instance,Florida,Circuit Court,First Circuit,1st Circuit
en-US,US State Courts,212,Court of first instance,Florida,Circuit Court,Second Circuit,2nd Circuit
en-US,US State Courts,213,Court of first instance,Florida,Circuit Court,Third Circuit,3rd Circuit
en-US,US State Courts,214,Court of first instance,Florida,Circuit Court,Fourth Circuit,4th Circuit
en-US,US State Courts,215,Court of first instance,Florida,Circuit Court,Fifth Circuit,5th Circuit
en-US,US State Courts,216,Court of first instance,Florida,Circuit Court,Sixth Circuit,6th Circuit
en-US,US State Courts,217,Court of first instance,Florida,Circuit Court,Seventh Circuit,7th Circuit
en-US,US State Courts,218,Court of first instance,Florida,Circuit Court,Eighth Circuit,8th Circuit
en-US,US State Courts,219,Court of first instance,Florida,Circuit Court,Ninth Circuit,9th Circuit
en-US,US State Courts,220,Court of first instance,Florida,Circuit Court,Tenth Circuit,10th Circuit
en-US,US State Courts,221,Court of first instance,Florida,Circuit Court,Eleventh Circuit,11th Circuit
en-US,US State Courts,222,Court of first instance,Florida,Circuit Court,Twelfth Circuit,12th Circuit
en-US,US State Courts,223,Court of first instance,Florida,Circuit Court,Thirteenth Circuit,13th Circuit
en-US,US State Courts,224,Court of first instance,Florida,Circuit Court,Fourteenth Circuit,14th Circuit
en-US,US State Courts,225,Court of first instance,Florida,Circuit Court,Fifteenth Circuit,15th Circuit
en-US,US State Courts,226,Court of first instance,Florida,Circuit Court,Sixteenth Circuit,16th Circuit
en-US,US State Courts,227,Court of first instance,Florida,Circuit Court,Seventeenth Circuit,17th Circuit
en-US,US State Courts,228,Court of first instance,Florida,Circuit Court,Eighteenth Circuit,18th Circuit
en-US,US State Courts,229,Court of first instance,Florida,Circuit Court,Nineteenth Circuit,19th Circuit
en-US,US State Courts,230,Court of first instance,Florida,Circuit Court,Twentieth Circuit,20th Circuit
en-US,US State Courts,231,Intermediate appellate court,Florida,Appellate Court,First District Court of Appeal,1st District Court of Appeal
en-US,US State Courts,232,Intermediate appellate court,Florida,Appellate Court,Second District Court of Appeal,2nd District Court of Appeal
en-US,US State Courts,233,Intermediate appellate court,Florida,Appellate Court,Third District Court of Appeal,3rd District Court of Appeal
en-US,US State Courts,234,Intermediate appellate court,Florida,Appellate Court,Fourth District Court of Appeal,4th District Court of Appeal
en-US,US State Courts,235,Intermediate appellate court,Florida,Appellate Court,Fifth District Court of Appeal,5th District Court of Appeal
en-US,US State Courts,236,Court of last resort,Florida,Supreme Court,Supreme Court of Florida,Supreme Court of Florida
en-US,US State Courts,237,Intermediate appellate court,Georgia,Appellate Court,Georgia Court of Appeals,
en-US,US State Courts,238,Court of first instance,Georgia,Superior Court,Alapaha Circuit,
en-US,US State Courts,239,Court of first instance,Georgia,Superior Court,Alcovy Circuit,
en-US,US State Courts,240,Court of first instance,Georgia,Superior Court,Appalachian Circuit,
en-US,US State Courts,241,Court of first instance,Georgia,Superior Court,Atlanta Circuit,
en-US,US State Courts,242,Court of first instance,Georgia,Superior Court,Atlantic Circuit,
en-US,US State Courts,243,Court of first instance,Georgia,Superior Court,Augusta Circuit,
en-US,US State Courts,244,Court of first instance,Georgia,Superior Court,Bell-Forsyth Circuit,
en-US,US State Courts,245,Court of first instance,Georgia,Superior Court,Blue Ridge Circuit,
en-US,US State Courts,246,Court of first instance,Georgia,Superior Court,Brunswick Circuit,
en-US,US State Courts,247,Court of first instance,Georgia,Superior Court,Chattahoochee Circuit,
en-US,US State Courts,248,Court of first instance,Georgia,Superior Court,Cherokee Circuit,
en-US,US State Courts,249,Court of first instance,Georgia,Superior Court,Clayton Circuit,
en-US,US State Courts,250,Court of first instance,Georgia,Superior Court,Cobb Circuit,
en-US,US State Courts,251,Court of first instance,Georgia,Superior Court,Conasauga Circuit,
en-US,US State Courts,252,Court of first instance,Georgia,Superior Court,Cordele Circuit,
en-US,US State Courts,253,Court of first instance,Georgia,Superior Court,Coweta Circuit,
en-US,US State Courts,254,Court of first instance,Georgia,Superior Court,Dougherty Circuit,
en-US,US State Courts,255,Court of first instance,Georgia,Superior Court,Douglas Circuit,
en-US,US State Courts,256,Court of first instance,Georgia,Superior Court,Dublin Circuit,
en-US,US State Courts,257,Court of first instance,Georgia,Superior Court,Eastern Circuit,
en-US,US State Courts,258,Court of first instance,Georgia,Superior Court,Enotah Circuit,
en-US,US State Courts,259,Court of first instance,Georgia,Superior Court,Flint Circuit,
en-US,US State Courts,260,Court of first instance,Georgia,Superior Court,Griffin Circuit,
en-US,US State Courts,261,Court of first instance,Georgia,Superior Court,Gwinnnett Circuit,
en-US,US State Courts,262,Court of first instance,Georgia,Superior Court,Houston Circuit,
en-US,US State Courts,263,Court of first instance,Georgia,Superior Court,Lookout Mountain Circuit,
en-US,US State Courts,264,Court of first instance,Georgia,Superior Court,Macon Circuit,
en-US,US State Courts,265,Court of first instance,Georgia,Superior Court,Middle Circuit,
en-US,US State Courts,266,Court of first instance,Georgia,Superior Court,Mountain Circuit,
en-US,US State Courts,267,Court of first instance,Georgia,Superior Court,Northeastern Circuit,
en-US,US State Courts,268,Court of first instance,Georgia,Superior Court,Northern Circuit,
en-US,US State Courts,269,Court of first instance,Georgia,Superior Court,Ocmulgee Circuit,
en-US,US State Courts,270,Court of first instance,Georgia,Superior Court,Oconee Circuit,
en-US,US State Courts,271,Court of first instance,Georgia,Superior Court,Ogeechee Circuit,
en-US,US State Courts,272,Court of first instance,Georgia,Superior Court,Pataula Circuit,
en-US,US State Courts,273,Court of first instance,Georgia,Superior Court,Paulding Circuit,
en-US,US State Courts,274,Court of first instance,Georgia,Superior Court,Piedmont Circuit,
en-US,US State Courts,275,Court of first instance,Georgia,Superior Court,Rockdale Circuit,
