Term Locale,Term Category,Court ID,Level,Jurisdiction,Court Type,Court Name,Alias
en-AU,Australian Courts,54,Regional,South Australia,Superior Court,Supreme Court of South Australia,
en-AU,Australian Courts,55,Regional,South Australia,Magistrates' Court,South Australian Civil and Administrative Tribunal,
en-AU,Australian Courts,56,Regional,South Australia,Magistrates' Court,South Australian Employment Court,
en-AU,Australian Courts,57,Regional,South Australia,Magistrates' Court,South Australian Employment Tribunal,
en-AU,Australian Courts,58,Regional,South Australia,Magistrates' Court,Youth Court of South Australia,
en-AU,Australian Courts,59,Regional,Victoria,Magistrates' Court,Children's Court of Victoria,
en-AU,Australian Courts,60,Regional,Victoria,Magistrates' Court,Commercial Court,
en-AU,Australian Courts,61,Regional,Victoria,Magistrates' Court,Coroners Court of Victoria,
en-AU,Australian Courts,62,Regional,Victoria,Magistrates' Court,County Court of Victoria,
en-AU,Australian Courts,63,Regional,Victoria,Magistrates' Court,Koori Court,
en-AU,Australian Courts,64,Regional,Victoria,Magistrates' Court,Magistrates' Court of Victoria,
en-AU,Australian Courts,65,Regional,Victoria,Superior Court,Supreme Court of Victoria,
en-AU,Australian Courts,66,Regional,Victoria,Magistrates' Court,Victorian Civil and Administrative Tribunal,
en-AU,Australian Courts,67,Regional,Western Australia,Magistrates' Court,Coroner's Court of Western Australia,
en-AU,Australian Courts,68,Regional,Western Australia,Magistrates' Court,District Court of Western Australia,
en-AU,Australian Courts,69,Regional,Western Australia,Magistrates' Court,Magistrates Court of Western Australia,
en-AU,Australian Courts,70,Regional,Western Australia,Superior Court,Supreme Court of Western Australia,
en-AU,Australian Courts,71,Regional,Western Australia,Magistrates' Court,Western Australia Industrial Relations Commission,
en-AU,Australian Courts,72,Regional,Western Australia,Magistrates' Court,Industrial Magistrates Court,
en-AU,Australian Courts,73,Regional,Western Australia,Magistrates' Court,Children's Court of Western Australia,
en-AU,Australian Courts,74,Regional,Western Australia,Magistrates' Court,Family Court of Western Australia,
en-AU,Australian Courts,75,Regional,Western Australia,Magistrates' Court,Drug courts,
en-AU,Australian Courts,76,Regional,Western Australia,Magistrates' Court,Liquor Licensing Court,
en-AU,Australian Courts,77,Regional,Western Australia,Magistrates' Court,Aboriginal Community Court,
en-AU,Australian Courts,78,Regional,Western Australia,Magistrates' Court,Family Violence Court,
